,x,x,x,x,x,x,x,x,x,x,y,y,y,a,a,a,a,a,z,z,z,z,z,u,u,u,u
1129,3,47,41,0,1,0,1,5,5,21,5,1,1,2,69,21,1,2,1681,1,5,0,0,1,1,0,1
1130,3,68,20,0,0,0,0,10,0,,0,1,0,,,,5,,400,1,10,0,0,1,1,0,0
1131,1,59,29,0,1,0,0,5,6,17,6,1,1,7,75,16,4,,841,1,5,1,0,0,1,0,1
1132,11,67,20,0,1,0,0,6,2,16,2,1,0,,,,2,,400,1,6,1,0,0,0,0,0
1133,2,71,17,0,1,0,0,7,0,,0,1,0,,,,3,,289,1,7,1,0,0,1,0,0
1134,12,38,49,1,1,1,0,15,4,26,4,1,1,3,59,20,2,15,2401,1,15,0,0,1,0,0,1
1135,7,52,36,1,1,1,1,13,2,20,2,1,1,10,72,20,2,16,1296,1,13,0,1,0,0,0,1
1136,4,73,15,1,1,1,0,8,0,,0,1,0,,,,2,,225,1,8,0,0,1,1,0,0
1137,9,68,19,0,1,0,1,12,1,18,1,1,1,,,,2,,361,1,12,0,0,1,0,0,0
1138,7,44,44,1,1,1,0,11,2,19,2,1,1,6,63,18,2,15,1936,1,11,0,0,0,0,0,1
1139,4,52,36,1,1,1,1,10,7,20,6,1,1,1,71,18,6,10,1296,1,10,0,1,0,1,0,1
1140,4,68,20,1,1,1,1,5,1,18,1,1,0,,,,3,,400,1,5,1,0,0,1,0,0
1141,9,62,26,0,1,0,1,7,4,17,4,1,1,7,82,19,4,10,676,1,7,1,0,0,0,0,1
1142,6,67,21,0,1,0,1,7,0,,0,1,0,,,,5,,441,1,7,0,1,0,1,0,0
1143,12,54,33,1,1,1,0,7,4,22,4,1,1,9,72,17,4,7,1089,1,7,0,1,0,0,0,1
1144,1,63,25,1,1,1,0,7,1,19,1,1,1,,,,4,,625,1,7,0,1,0,1,0,0
1145,11,62,25,0,1,0,0,7,1,18,1,1,1,9,84,21,3,7,625,1,7,0,0,0,0,0,1
1146,3,52,36,1,1,1,1,7,4,17,4,1,1,11,73,21,4,10,1296,1,7,0,1,0,1,0,1
1147,6,66,22,0,0,0,0,10,1,18,1,1,1,,,,10,,484,1,10,1,0,0,1,0,0
1148,3,68,20,0,1,0,0,12,1,17,1,1,1,2,87,18,2,17,400,1,12,0,0,1,1,0,1
1149,3,59,29,0,1,0,0,3,1,16,1,1,0,8,79,20,8,7,841,1,3,0,0,0,1,0,1
1150,11,61,26,0,1,0,0,10,1,24,1,1,1,,,,2,,676,1,10,1,0,0,0,0,0
1151,3,49,39,1,1,0,0,7,2,22,2,1,,,,,4,,1521,1,7,1,0,0,1,0,0
1152,12,70,17,0,1,0,0,9,0,,0,1,0,,,,4,,289,1,9,0,1,0,0,0,0
1153,3,73,15,0,1,0,0,9,0,,0,1,0,,,,3,,225,1,9,0,1,0,1,0,0
1154,12,66,21,0,1,0,1,2,0,,0,1,0,,,,6,,441,1,2,0,0,0,0,0,0
1155,1,68,20,0,1,0,0,10,1,19,1,1,0,,,,8,,400,1,10,1,0,0,1,0,0
1156,3,62,26,0,1,0,0,2,2,22,2,1,0,11,85,23,5,7,676,1,2,1,0,0,1,0,1
1157,2,70,18,0,1,0,0,7,1,16,1,1,1,,,,3,,324,1,7,0,0,0,1,0,0
1158,7,68,20,0,1,0,0,7,1,18,0,1,1,,,,4,,400,1,7,0,1,0,0,0,0
1159,4,61,27,0,1,0,0,7,3,17,3,1,1,,,,4,,729,1,7,1,0,0,1,0,0
1160,10,44,44,1,1,1,0,3,6,23,4,1,1,,,,4,,1936,1,3,1,0,0,0,0,0
1161,9,66,22,0,0,0,0,7,0,,0,1,1,,,,6,,484,1,7,1,0,0,0,0,0
1162,11,57,30,0,1,0,1,8,4,21,4,1,1,,,,4,,900,1,8,1,0,0,0,0,0
1163,7,71,17,0,1,0,1,9,0,,0,1,0,,,,4,,289,1,9,0,1,0,0,0,0
1164,8,66,22,1,1,1,0,6,1,17,1,1,1,,,,4,,484,1,6,1,0,0,0,0,0
1165,9,62,26,1,1,0,0,10,1,23,1,1,0,,,,4,,676,1,10,1,0,0,0,0,0
1166,8,70,18,1,1,1,0,7,0,,0,1,0,,,,3,,324,1,7,0,0,0,0,0,0
1167,9,72,16,1,1,0,0,7,0,,0,1,0,,,,4,,256,1,7,1,0,0,0,0,0
1168,6,39,49,0,1,0,1,3,1,20,1,1,0,12,80,41,3,0,2401,1,3,1,0,0,1,0,1
1169,2,63,25,0,1,0,1,7,4,17,4,1,1,,,,4,,625,1,7,1,0,0,1,0,0
1170,7,43,45,1,1,0,1,0,8,18,8,1,1,6,68,24,8,6,2025,1,0,1,0,0,0,1,1
1171,8,71,17,1,1,0,1,10,0,,0,1,0,,,,3,,289,1,10,1,0,0,0,0,0
1172,10,63,24,1,1,0,1,10,1,18,1,1,1,1,86,22,4,10,576,1,10,1,0,0,0,0,1
1173,9,50,38,0,1,0,1,7,6,18,5,1,1,,,,6,,1444,1,7,1,0,0,0,0,0
1174,1,73,15,0,1,0,0,6,0,,0,1,0,,,,4,,225,1,6,1,0,0,1,0,0
1175,6,68,20,0,1,0,0,0,1,16,1,1,0,,,,1,,400,1,0,0,0,0,1,1,0
1176,11,41,46,0,1,0,0,0,7,18,7,1,1,3,72,30,10,4,2116,1,0,1,0,0,0,1,1
1177,6,65,23,0,1,0,0,7,2,17,2,1,1,,,,4,,529,1,7,1,0,0,1,0,0
1178,4,66,22,1,0,0,0,7,0,,0,1,0,,,,6,,484,1,7,1,0,0,1,0,0
1179,2,67,21,,1,,0,7,1,18,1,1,1,12,87,20,4,7,441,1,7,1,0,0,1,0,1
1180,6,40,48,0,1,0,0,0,8,18,7,1,0,7,57,17,8,5,2304,1,0,1,0,0,1,1,1
1181,12,69,18,0,1,0,0,7,0,,0,1,0,,,,3,,324,1,7,1,0,0,0,0,0
1182,6,67,21,1,0,0,0,6,1,19,1,1,0,,,,5,,441,1,6,0,0,0,1,0,0
1183,12,69,18,0,1,0,0,7,0,,0,1,0,,,,3,,324,1,7,1,0,0,0,0,0
1184,6,50,38,1,1,0,0,7,3,22,3,1,1,6,76,26,5,10,1444,1,7,0,0,1,1,0,1
1185,1,73,15,1,1,0,0,9,1,15,1,1,0,,,,5,,225,1,9,0,1,0,1,0,0
1186,6,70,18,1,1,0,0,6,0,,0,1,0,,,,5,,324,1,6,0,1,0,1,0,0
1187,10,63,24,1,1,0,1,10,1,19,1,1,1,,,,4,,576,1,10,0,0,1,0,0,0
1188,6,68,20,1,1,0,1,7,0,,0,1,1,,,,2,,400,1,7,1,0,0,1,0,0
1189,2,69,19,1,1,1,0,6,1,18,1,1,0,6,86,17,1,7,361,1,6,0,0,0,1,0,1
1190,2,72,16,0,1,0,1,7,0,,0,1,0,,,,4,,256,1,7,0,0,0,1,0,0
1191,12,52,35,0,1,0,0,3,6,18,6,1,1,6,76,23,7,7,1225,1,3,1,0,0,0,0,1
1192,3,66,22,0,1,0,0,5,2,16,1,1,1,,,,4,,484,1,5,1,0,0,1,0,0
1193,4,69,19,0,1,0,0,2,1,17,1,1,0,,,,6,,361,1,2,1,0,0,1,0,0
1194,7,52,36,0,1,0,0,0,1,34,1,1,0,7,72,20,4,5,1296,1,0,0,0,0,0,1,1
1195,12,55,32,0,1,0,0,7,0,,0,1,0,10,78,22,4,12,1024,1,7,1,0,0,0,0,1
1196,7,46,42,0,1,0,0,3,8,15,6,1,1,8,62,16,5,0,1764,1,3,1,0,0,0,0,1
1197,7,52,36,0,1,0,0,5,5,16,5,1,1,7,74,22,6,10,1296,1,5,1,0,0,0,0,1
1198,11,68,19,0,1,0,0,12,0,,0,1,1,,,,4,,361,1,12,0,1,0,0,0,0
1199,8,70,18,0,1,0,0,7,1,15,1,1,1,11,87,17,4,12,324,1,7,0,1,0,0,0,1
1200,12,72,15,0,1,0,0,6,1,15,1,1,1,,,,3,,225,1,6,0,1,0,0,0,0
1201,6,57,31,0,1,0,1,4,5,19,5,1,1,7,77,20,5,7,961,1,4,0,0,0,1,0,1
1202,5,68,20,0,0,0,0,8,0,,0,1,1,,,,4,,400,1,8,0,0,0,1,0,0
1203,8,44,44,0,1,0,0,8,7,21,7,1,1,6,67,22,4,9,1936,1,8,0,0,1,0,0,1
1204,12,56,31,0,1,0,1,10,5,19,4,1,1,3,78,21,10,7,961,1,10,1,0,0,0,0,1
1205,1,71,17,0,1,0,1,6,0,,0,1,0,,,,3,,289,1,6,1,0,0,1,0,0
1206,6,56,32,0,1,0,0,3,6,17,5,1,1,2,86,29,4,7,1024,1,3,0,1,0,1,0,1
1207,4,63,25,0,1,0,1,6,1,15,1,1,1,,,,6,,625,1,6,0,1,0,1,0,0
1208,2,66,22,1,1,0,1,6,0,,0,1,0,1,87,20,4,1,484,1,6,1,0,0,1,0,1
1209,1,73,15,1,1,0,1,5,0,,0,1,0,,,,2,,225,1,5,0,1,0,1,0,0
1210,4,67,21,1,1,0,1,8,2,17,2,1,1,1,87,19,4,3,441,1,8,0,0,0,1,0,1
1211,1,67,21,0,1,0,0,8,0,,0,1,0,,,,6,,441,1,8,1,0,0,1,0,0
1212,6,42,46,0,0,0,0,1,9,18,8,1,0,1,61,18,6,3,2116,1,1,0,0,0,1,0,1
1213,9,72,16,0,0,0,0,4,0,,0,1,0,,,,2,,256,1,4,0,0,0,0,0,0
1214,6,73,15,0,0,0,0,5,0,,0,0,0,,,,8,,225,1,5,1,0,0,1,0,0
1215,5,65,23,0,1,0,0,4,2,18,2,1,1,6,87,22,4,9,529,1,4,0,0,0,1,0,1
1216,12,72,15,0,1,0,0,7,0,,0,0,0,,,,5,,225,1,7,0,1,0,0,0,0
1217,6,62,26,0,1,0,1,3,4,16,4,1,0,11,79,17,,0,676,1,3,0,0,0,1,0,1
1218,11,58,29,0,1,0,0,7,3,19,3,1,1,11,81,23,4,10,841,1,7,1,0,0,0,0,1
1219,10,62,26,0,1,0,0,10,2,19,1,1,1,8,82,19,4,12,676,1,10,0,1,0,0,0,1
1220,12,59,28,0,0,0,0,7,2,19,2,1,1,12,84,25,,7,784,1,7,1,0,0,0,0,1
1221,6,58,30,0,1,0,1,12,3,19,3,1,1,9,83,25,3,7,900,1,12,0,0,1,1,0,1
1222,6,71,17,1,1,0,1,7,0,,0,1,0,,,,2,,289,1,7,0,0,1,1,0,0
1223,6,70,18,0,0,0,0,8,1,17,1,1,1,1,87,16,6,10,324,1,8,0,0,1,1,0,1
1224,10,61,27,0,1,0,1,10,3,17,3,1,1,,,,4,,729,1,10,1,0,0,0,0,0
1225,6,61,27,0,1,0,1,10,2,18,2,1,1,,,,3,,729,1,10,1,0,0,1,0,0
1226,1,63,25,0,1,0,1,7,3,18,3,1,1,8,86,23,4,0,625,1,7,1,0,0,1,0,1
1227,7,68,20,0,1,0,1,7,1,19,1,1,1,4,88,19,2,9,400,1,7,1,0,0,0,0,1
1228,1,69,19,0,1,0,0,8,1,15,1,1,1,,,,4,,361,1,8,0,0,0,1,0,0
1229,11,70,17,0,1,0,0,10,0,,0,1,1,,,,4,,289,1,10,0,0,0,0,0,0
1230,7,42,46,0,1,0,1,4,7,14,6,1,0,4,86,43,7,12,2116,1,4,1,0,0,0,0,1
1231,11,70,17,0,1,0,1,10,2,16,2,1,1,,,,4,,289,1,10,1,0,0,0,0,0
1232,4,54,34,0,0,0,0,5,4,21,4,1,1,9,76,22,6,7,1156,1,5,1,0,0,1,0,1
1233,5,60,28,0,1,0,1,0,6,17,5,1,1,1,76,15,12,0,784,1,0,1,0,0,1,1,1
1234,8,69,19,0,1,0,1,5,2,16,2,1,1,12,84,15,14,0,361,1,5,0,0,0,0,0,1
1235,6,57,31,0,1,0,0,10,4,21,4,1,0,9,77,20,6,5,961,1,10,1,0,0,1,0,1
1236,3,64,24,0,1,0,0,12,1,24,1,1,1,10,86,22,8,7,576,1,12,1,0,0,1,0,1
1237,12,71,16,0,1,0,0,8,0,,0,1,0,,,,10,,256,1,8,1,0,0,0,0,0
1238,12,71,16,0,1,0,0,8,1,16,1,1,0,,,,8,,256,1,8,1,0,0,0,0,0
1239,2,71,17,0,1,0,0,0,1,12,1,1,0,,,,3,,289,1,0,1,0,0,1,1,0
1240,9,57,31,0,1,0,0,12,1,25,1,1,1,4,81,23,4,10,961,1,12,1,0,0,0,0,1
1241,11,69,18,0,1,0,0,8,1,17,1,1,1,,,,4,,324,1,8,1,0,0,0,0,0
1242,5,70,18,0,1,0,0,10,0,,0,1,1,,,,2,,324,1,10,0,0,1,1,0,0
1243,10,56,32,0,1,0,0,5,3,15,3,1,1,11,75,19,5,7,1024,1,5,1,0,0,0,0,1
1244,8,68,20,0,1,0,0,10,1,18,1,1,1,,,,4,,400,1,10,0,0,1,0,0,0
1245,6,64,24,0,1,0,0,10,3,16,3,1,1,2,87,22,6,7,576,1,10,1,0,0,1,0,1
1246,11,63,24,0,0,0,0,6,2,17,2,1,,10,87,23,6,10,576,1,6,1,0,0,0,0,1
1247,1,66,22,0,0,0,1,0,2,19,2,1,1,2,83,17,3,7,484,1,0,1,0,0,1,1,1
1248,5,52,36,0,1,0,0,4,2,17,2,1,0,6,81,29,6,12,1296,1,4,1,0,0,1,0,1
1249,3,54,34,0,1,0,1,0,0,,0,1,0,,,,5,,1156,1,0,0,0,0,1,1,0
1250,6,53,35,0,0,0,0,0,4,21,4,1,1,1,71,17,6,9,1225,1,0,0,0,0,1,1,1
1251,6,43,45,0,1,0,1,5,4,15,3,1,0,8,58,15,4,0,2025,1,5,1,0,0,1,0,1
1252,1,60,28,0,0,0,0,0,5,18,5,1,1,12,84,24,5,10,784,1,0,0,1,0,1,1,1
1253,6,55,33,0,1,0,0,0,5,17,4,1,1,1,83,27,6,7,1089,1,0,1,0,0,1,1,1
1254,1,69,19,0,1,0,0,6,1,15,1,1,0,,,,5,,361,1,6,0,0,1,1,0,0
1255,6,71,17,0,1,0,0,7,0,,0,1,0,,,,10,,289,1,7,0,0,0,1,0,0
1256,7,66,22,0,1,0,1,7,2,19,2,1,0,9,84,18,6,7,484,1,7,1,0,0,0,0,1
1257,5,57,31,0,1,0,1,1,4,19,4,1,1,12,83,26,5,5,961,1,1,0,0,0,1,0,1
1258,7,58,30,0,0,0,0,4,4,18,4,1,1,8,83,25,5,7,900,1,4,1,0,0,0,0,1
1259,9,48,40,0,0,0,0,6,3,21,2,1,1,,,,4,,1600,1,6,0,0,0,0,0,0
1260,10,58,30,0,0,0,1,5,3,22,3,1,1,8,76,17,6,0,900,1,5,0,0,0,0,0,1
1261,6,65,23,0,1,0,1,7,2,17,2,1,0,10,80,15,7,10,529,1,7,1,0,0,1,0,1
1262,3,65,23,0,0,0,1,8,3,17,3,1,1,7,83,18,5,7,529,1,8,1,0,0,1,0,1
1263,6,54,34,0,1,0,0,8,1,17,1,1,0,2,87,32,6,,1156,1,8,1,0,0,1,0,1
1264,12,58,29,0,0,0,1,0,6,20,4,1,1,,,,4,,841,1,0,0,0,0,0,1,0
1265,11,59,28,0,1,0,0,7,2,23,2,1,1,11,86,27,4,7,784,1,7,1,0,0,0,0,1
1266,6,55,33,0,0,0,0,0,4,15,4,1,0,3,86,30,5,0,1089,1,0,1,0,0,1,1,1
1267,11,60,27,0,1,0,0,10,3,19,3,1,1,1,86,25,3,7,729,1,10,1,0,0,0,0,1
1268,11,60,27,0,0,0,1,9,3,18,3,1,1,10,76,15,1,10,729,1,9,1,0,0,0,0,1
1269,4,71,17,0,1,0,1,11,0,,0,1,0,,,,3,,289,1,11,0,1,0,1,0,0
1270,1,50,38,0,1,0,1,7,7,21,6,1,1,1,71,21,6,5,1444,1,7,0,1,0,1,0,1
1271,10,40,47,1,1,0,1,6,8,20,8,1,0,4,71,30,8,10,2209,1,6,0,1,0,0,0,1
1272,8,71,17,1,1,0,1,9,1,16,1,1,0,,,,5,,289,1,9,0,1,0,0,0,0
1273,2,61,27,0,1,0,0,10,4,19,3,1,1,,,,6,,729,1,10,0,0,1,1,0,0
1274,8,65,23,0,1,0,0,10,2,18,1,1,1,12,81,16,4,12,529,1,10,0,1,0,0,0,1
1275,5,68,20,0,1,0,0,8,1,17,1,1,0,,,,7,,400,1,8,0,1,0,1,0,0
1276,6,64,24,0,1,0,0,6,3,17,3,1,0,11,85,21,7,10,576,1,6,0,0,0,1,0,1
1277,8,58,30,0,1,0,0,10,2,18,2,1,1,3,76,17,2,10,900,1,10,1,0,0,0,0,1
1278,12,49,38,0,1,0,0,5,6,17,6,1,1,2,66,16,8,7,1444,1,5,0,0,1,0,0,1
1279,8,52,36,0,1,0,0,5,6,16,5,1,1,,,,6,,1296,1,5,0,1,0,0,0,0
1280,2,72,16,0,1,0,0,7,0,,0,1,0,,,,4,,256,1,7,0,1,0,1,0,0
1281,1,61,27,0,1,0,0,6,2,16,2,1,1,,,,2,,729,1,6,0,0,0,1,0,0
1282,8,63,25,0,1,0,0,8,1,21,1,1,0,,,,6,,625,1,8,1,0,0,0,0,0
1283,2,72,16,0,1,0,0,8,0,,0,1,1,,,,3,,256,1,8,1,0,0,1,0,0
1284,9,72,15,0,1,0,0,8,0,,0,1,0,,,,2,,225,1,8,1,0,0,0,0,0
1285,5,69,19,0,0,0,0,10,0,,0,1,1,,,,4,,361,1,10,0,1,0,1,0,0
1286,6,61,27,0,1,0,0,8,3,19,3,1,1,,,,3,,729,1,8,0,1,0,1,0,0
1287,1,67,21,0,1,0,0,7,2,15,1,1,1,,,,5,,441,1,7,1,0,0,1,0,0
1288,2,63,25,0,1,0,0,7,1,21,1,1,1,,,,5,,625,1,7,1,0,0,1,0,0
1289,10,69,18,0,1,0,0,7,1,15,1,1,1,,,,3,,324,1,7,1,0,0,0,0,0
1290,5,73,15,0,1,0,0,6,0,,0,1,0,,,,5,,225,1,6,0,0,0,1,0,0
1291,5,47,41,0,1,0,0,3,8,18,7,1,1,2,67,19,7,5,1681,1,3,1,0,0,1,0,1
1292,5,59,29,0,0,0,0,10,0,,0,1,0,,,,4,,841,1,10,1,0,0,1,0,0
1293,4,70,18,0,0,0,0,8,1,17,1,1,0,,,,4,,324,1,8,1,0,0,1,0,0
1294,10,59,28,0,1,0,1,0,3,20,3,1,1,12,80,21,7,4,784,1,0,1,0,0,0,1,1
1295,12,70,17,0,1,0,0,7,0,,0,1,0,,,,5,,289,1,7,1,0,0,0,0,0
1296,12,63,24,0,1,0,1,10,1,22,1,1,1,4,84,20,4,10,576,1,10,0,0,0,0,0,1
1297,8,48,40,0,0,0,0,0,7,25,5,1,0,4,73,24,,,1600,1,0,1,0,0,0,1,1
1298,3,63,25,0,0,0,0,4,3,16,3,1,1,2,88,24,6,7,625,1,4,0,0,1,1,0,1
1299,5,65,23,0,0,0,0,6,2,19,2,1,0,10,83,18,5,4,529,1,6,0,1,0,1,0,1
1300,6,47,41,0,0,0,0,0,8,21,6,1,0,12,68,21,4,,1681,1,0,1,0,0,1,1,1
1301,8,40,48,0,1,0,0,0,5,24,4,1,1,,,,4,,2304,1,0,1,0,0,0,1,0
1302,6,58,30,0,1,0,1,4,5,17,4,1,1,4,78,19,4,7,900,1,4,0,0,0,1,0,1
1303,6,39,49,0,1,0,1,3,9,22,9,1,0,11,71,32,10,7,2401,1,3,1,0,0,1,0,1
1304,6,67,21,0,1,0,1,12,1,19,1,1,1,,,,4,,441,1,12,1,0,0,1,0,0
1305,9,72,15,0,1,0,1,7,0,,0,1,0,,,,3,,225,1,7,1,0,0,0,0,0
1306,4,61,27,0,1,0,0,7,3,17,3,1,1,6,80,19,5,7,729,1,7,1,0,0,1,0,1
1307,6,71,17,0,1,0,0,7,0,,0,1,1,,,,3,,289,1,7,0,1,0,1,0,0
1308,12,71,16,0,1,0,1,9,0,,0,1,0,,,,6,,256,1,9,1,0,0,0,0,0
1309,1,68,20,0,1,0,0,7,1,17,1,1,1,,,,6,,400,1,7,1,0,0,1,0,0
1310,6,53,35,0,1,0,1,7,7,17,7,1,1,4,75,21,7,4,1225,1,7,1,0,0,1,0,1
1311,2,67,21,0,1,0,0,6,0,,0,1,0,,,,5,,441,1,6,1,0,0,1,0,0
1312,7,49,39,0,1,0,0,5,10,15,9,1,1,9,70,21,10,6,1521,1,5,0,1,0,0,0,1
1313,11,45,42,1,1,1,1,12,2,22,2,1,1,2,67,21,2,12,1764,1,12,0,0,1,0,0,1
1314,12,58,29,0,1,0,0,7,1,16,1,1,0,,,,4,,841,1,7,1,0,0,0,0,0
1315,12,64,23,0,1,0,0,10,1,16,1,1,1,,,,4,,529,1,10,0,0,0,0,0,0
1316,9,66,22,0,0,0,0,7,1,21,1,1,0,,,,4,,484,1,7,0,0,0,0,0,0
1317,9,69,19,0,0,0,0,7,0,,0,1,1,,,,4,,361,1,7,0,1,0,0,0,0
1318,3,66,22,0,0,0,0,7,3,16,3,1,1,,,,4,,484,1,7,1,0,0,1,0,0
1319,4,72,16,1,1,0,0,8,0,,0,1,1,,,,2,,256,1,8,0,0,1,1,0,0
1320,9,54,34,1,1,0,1,7,3,21,3,1,1,9,75,21,3,10,1156,1,7,0,1,0,0,0,1
1321,6,70,18,0,1,0,0,7,0,,0,1,0,,,,4,,324,1,7,1,0,0,1,0,0
1322,6,56,32,0,1,0,0,12,2,23,2,1,1,12,85,29,4,10,1024,1,12,1,0,0,1,0,1
1323,5,71,17,1,1,0,0,8,0,,0,1,0,,,,5,,289,1,8,0,0,1,1,0,0
1324,1,72,16,0,1,0,0,10,0,,0,1,0,,,,2,,256,1,10,0,0,1,1,0,0
1325,7,66,22,0,1,0,1,7,3,16,3,1,1,,,,3,,484,1,7,0,1,0,0,0,0
1326,10,69,19,1,0,1,1,12,1,18,1,1,0,,,,4,,361,1,12,1,0,0,0,0,0
1327,11,65,22,1,1,0,,13,0,,0,1,1,,,,2,,484,1,13,0,1,0,0,0,0
1328,6,40,48,0,1,0,1,1,11,15,8,1,0,,,,10,,2304,1,1,0,0,1,1,0,0
1329,10,61,27,0,1,0,1,10,1,16,1,1,1,,,,2,,729,1,10,0,0,1,0,0,0
1330,12,59,28,0,1,0,0,7,2,21,2,1,1,6,75,15,4,10,784,1,7,0,1,0,0,0,1
1331,1,66,22,0,1,0,0,9,0,,0,1,1,,,,4,,484,1,9,0,1,0,1,0,0
1332,5,69,19,0,1,0,0,10,0,,0,1,1,,,,4,,361,1,10,0,0,0,1,0,0
1333,10,56,32,0,1,0,0,7,2,19,2,1,1,,,,4,,1024,1,7,0,0,0,0,0,0
1334,7,70,18,0,1,0,0,7,0,,0,1,1,,,,4,,324,1,7,0,1,0,0,0,0
1335,5,57,31,0,0,0,0,7,4,20,4,1,1,4,72,14,6,15,961,1,7,0,0,0,1,0,1
1336,4,56,32,0,0,0,0,0,7,18,5,1,0,12,72,16,5,0,1024,1,0,1,0,0,1,1,1
1337,3,66,22,0,1,0,1,7,2,19,2,1,1,,,,4,,484,1,7,0,0,1,1,0,0
1338,9,70,18,0,1,0,1,11,0,,0,1,0,,,,2,,324,1,11,0,0,1,0,0,0
1339,8,70,18,0,1,0,0,6,0,,0,1,0,,,,5,,324,1,6,1,0,0,0,0,0
1340,8,72,16,0,1,0,0,4,0,,0,1,0,,,,5,,256,1,4,1,0,0,0,0,0
1341,8,48,40,0,0,0,1,1,7,17,7,1,1,1,70,21,10,3,1600,1,1,1,0,0,0,0,1
1342,6,60,28,0,1,0,1,7,1,22,1,1,1,,,,15,,784,1,7,1,0,0,1,0,0
1343,1,69,19,0,1,0,1,7,0,,0,1,1,,,,4,,361,1,7,0,0,0,1,0,0
1344,9,64,24,0,1,0,0,7,2,16,2,1,1,4,84,19,4,6,576,1,7,1,0,0,0,0,1
1345,4,61,27,0,1,0,0,6,4,15,4,1,1,4,75,14,5,9,729,1,6,1,0,0,1,0,1
1346,6,73,15,0,1,0,0,1,0,,0,1,0,,,,4,,225,1,1,0,0,0,1,0,0
1347,8,43,45,0,1,0,0,2,6,18,6,1,1,6,59,15,6,4,2025,1,2,1,0,0,0,0,1
1348,6,70,18,0,1,0,0,7,0,,0,1,0,,,,3,,324,1,7,1,0,0,1,0,0
1349,5,70,18,0,1,0,0,9,1,17,1,1,0,,,,2,,324,1,9,1,0,0,1,0,0
1350,1,63,25,0,0,0,1,0,3,15,3,1,0,1,81,18,6,0,625,1,0,0,0,0,1,1,1
1351,2,63,25,0,1,0,1,7,3,19,3,1,1,2,84,21,6,7,625,1,7,1,0,0,1,0,1
1352,10,72,16,0,0,0,1,9,0,,0,1,0,,,,4,,256,1,9,1,0,0,0,0,0
1353,5,70,18,0,0,0,0,0,0,,0,1,0,11,87,17,6,0,324,1,0,0,0,0,1,1,1
1354,8,65,23,0,1,0,0,7,1,16,1,1,1,1,88,22,10,,529,1,7,1,0,0,0,0,1
1355,2,62,26,0,1,0,0,7,2,20,1,1,1,11,87,25,5,7,676,1,7,1,0,0,1,0,1
1356,6,53,35,0,1,0,0,7,5,18,5,1,1,10,87,34,4,1,1225,1,7,1,0,0,1,0,1
1357,7,70,18,0,1,0,0,6,0,,0,1,0,,,,5,,324,1,6,1,0,0,0,0,0
1358,4,63,25,1,0,0,0,5,2,21,2,1,0,9,87,24,5,10,625,1,5,0,0,0,1,0,1
1359,7,43,45,0,1,0,1,0,7,17,7,1,0,7,59,16,10,,2025,1,0,1,0,0,0,1,1
1360,5,63,25,0,1,0,1,1,0,,0,1,0,,,,6,,625,1,1,0,0,0,1,0,0
1361,7,72,16,0,1,0,1,4,0,,0,1,0,,,,2,,256,1,4,0,1,0,0,0,0
1362,9,73,15,0,1,0,1,6,0,,0,1,0,,,,5,,225,1,6,0,1,0,0,0,0
1363,6,53,35,0,1,0,0,6,3,24,3,1,1,,,,7,,1225,1,6,1,0,0,1,0,0
1364,6,65,23,0,0,0,0,6,1,22,1,1,0,11,80,15,5,8,529,1,6,1,0,0,1,0,1
1365,5,56,32,0,0,0,0,0,5,14,5,1,0,12,80,24,4,0,1024,1,0,1,0,0,1,1,1
1366,1,68,20,0,1,0,0,0,1,18,1,1,0,1,81,13,12,0,400,1,0,1,0,0,1,1,1
1367,1,53,35,0,0,0,0,0,5,19,5,1,0,5,82,29,6,0,1225,1,0,0,0,0,1,1,1
1368,8,60,28,0,0,0,0,0,5,15,5,1,1,,,,6,,784,1,0,0,0,0,0,1,0
1369,6,68,20,0,1,0,1,10,2,17,1,1,1,,,,5,,400,1,10,1,0,0,1,0,0
1370,6,70,18,0,1,0,1,8,0,,0,1,1,,,,6,,324,1,8,1,0,0,1,0,0
1371,4,62,26,0,0,0,0,7,2,20,2,1,1,11,81,19,5,7,676,1,7,1,0,0,1,0,1
1372,1,56,32,0,0,0,0,7,3,22,3,1,1,10,77,21,5,4,1024,1,7,1,0,0,1,0,1
1373,9,61,27,1,1,1,0,16,1,26,1,1,1,12,83,22,3,16,729,1,16,0,0,1,0,0,1
1374,7,55,33,1,1,1,1,19,2,24,2,1,1,7,77,22,2,19,1089,1,19,0,0,1,0,0,1
1375,8,54,34,1,1,0,0,6,4,16,4,1,1,4,70,15,5,7,1156,1,6,1,0,0,0,0,1
1376,4,59,29,1,1,1,1,12,3,18,3,1,1,1,80,20,4,17,841,1,12,0,0,0,1,0,1
1377,2,62,26,0,1,0,1,3,2,21,2,1,1,12,81,19,6,7,676,1,3,0,0,1,1,0,1
1378,4,70,18,0,1,0,0,7,0,,0,1,1,,,,4,,324,1,7,1,0,0,1,0,0
1379,2,62,26,0,1,0,0,7,2,20,2,1,1,10,79,17,6,3,676,1,7,1,0,0,1,0,1
1380,12,63,24,0,1,0,1,8,2,16,2,1,1,,,,4,,576,1,8,0,0,0,0,0,0
1381,1,47,41,0,1,0,0,3,2,14,2,1,0,1,60,13,10,4,1681,1,3,1,0,0,1,0,1
1382,9,61,27,0,1,0,0,5,3,19,3,1,1,,,,3,,729,1,5,1,0,0,0,0,0
