,mnthborn,yearborn,age,electric,radio,tv,bicycle,educ,ceb,agefbrth,children,knowmeth,usemeth,monthfm,yearfm,agefm,idlnchld,heduc,agesq,urban,urbeduc,spirit,protest,catholic,frsthalf,educ0,evermarr
479,9.0,66.0,22.0,0.0,1.0,0.0,0.0,0.0,1.0,19.0,1.0,1.0,1.0,7.0,88.0,21.0,3.0,7.0,484.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
727,6.0,66.0,22.0,0.0,1.0,0.0,1.0,4.0,1.0,19.0,1.0,1.0,0.0,7.0,87.0,21.0,4.0,1.0,484.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0
2952,5.0,58.0,30.0,0.0,1.0,0.0,0.0,7.0,0.0,18.0,0.0,1.0,1.0,3.0,85.0,26.0,4.0,3.0,900.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
976,9.0,68.0,20.0,0.0,1.0,0.0,0.0,7.0,2.0,18.0,2.0,1.0,0.0,1.0,87.0,19.0,2.0,0.0,400.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
1204,12.0,56.0,31.0,0.0,1.0,0.0,1.0,10.0,5.0,19.0,4.0,1.0,1.0,3.0,78.0,21.0,10.0,7.0,961.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0
1344,9.0,64.0,24.0,0.0,1.0,0.0,0.0,7.0,2.0,16.0,2.0,1.0,1.0,4.0,84.0,19.0,4.0,6.0,576.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0
3960,6.0,53.0,35.0,0.0,1.0,0.0,0.0,14.0,1.0,16.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,1225.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3836,2.0,60.0,28.0,0.0,1.0,0.0,0.0,3.0,4.0,19.0,4.0,1.0,0.0,10.0,85.0,25.0,6.0,0.0,784.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1393,4.0,61.0,27.0,1.0,1.0,0.0,1.0,7.0,1.0,18.0,1.0,1.0,0.0,4.0,84.0,23.0,5.0,7.0,729.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0
2865,7.0,56.0,32.0,0.0,1.0,0.0,0.0,0.0,5.0,15.0,5.0,1.0,1.0,1.0,87.0,19.0,6.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1391,11.0,65.0,22.0,1.0,1.0,0.0,0.0,6.0,1.0,20.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,484.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
2676,6.0,56.0,32.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,4.0,1.0,0.0,8.0,87.0,31.0,20.0,0.0,1024.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1842,3.0,62.0,26.0,0.0,1.0,0.0,1.0,7.0,3.0,18.0,3.0,1.0,1.0,4.0,82.0,20.0,3.0,10.0,676.0,1.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0
2751,1.0,69.0,19.0,0.0,0.0,0.0,0.0,7.0,1.0,17.0,1.0,1.0,0.0,11.0,87.0,18.0,7.0,0.0,361.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
2789,9.0,68.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,2.0,0.0,400.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3919,8.0,68.0,20.0,0.0,1.0,0.0,0.0,7.0,2.0,17.0,2.0,1.0,1.0,3.0,86.0,17.0,4.0,10.0,400.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2453,2.0,69.0,19.0,0.0,1.0,0.0,0.0,11.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,5.0,0.0,361.0,1.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0
3990,5.0,68.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,1.0,1.0,0.0,6.0,88.0,20.0,4.0,7.0,400.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2989,1.0,70.0,18.0,0.0,1.0,0.0,0.0,10.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,7.0,0.0,324.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4216,8.0,63.0,25.0,0.0,1.0,0.0,0.0,8.0,2.0,20.0,2.0,1.0,0.0,8.0,84.0,21.0,6.0,0.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
67,10.0,73.0,15.0,1.0,1.0,1.0,0.0,8.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,0.0,0.0,225.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0
2277,1.0,48.0,40.0,0.0,1.0,0.0,1.0,0.0,8.0,19.0,8.0,1.0,0.0,9.0,68.0,20.0,8.0,0.0,1600.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
221,12.0,58.0,29.0,1.0,1.0,1.0,0.0,14.0,3.0,20.0,3.0,1.0,1.0,7.0,77.0,18.0,3.0,13.0,841.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0
3263,10.0,52.0,36.0,0.0,1.0,0.0,0.0,6.0,4.0,21.0,4.0,1.0,1.0,2.0,75.0,22.0,6.0,5.0,1296.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1412,11.0,62.0,25.0,0.0,1.0,1.0,0.0,12.0,1.0,18.0,1.0,1.0,1.0,11.0,84.0,22.0,3.0,16.0,625.0,1.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0
3217,8.0,65.0,23.0,0.0,1.0,0.0,1.0,7.0,2.0,19.0,2.0,1.0,1.0,9.0,83.0,18.0,6.0,1.0,529.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
88,10.0,58.0,30.0,0.0,0.0,0.0,0.0,5.0,3.0,19.0,3.0,1.0,1.0,1.0,87.0,19.0,3.0,0.0,900.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
1962,4.0,67.0,21.0,1.0,1.0,0.0,0.0,7.0,1.0,16.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,441.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0
3948,1.0,46.0,42.0,0.0,1.0,0.0,0.0,6.0,5.0,19.0,5.0,1.0,0.0,8.0,66.0,20.0,3.0,4.0,1764.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3298,6.0,68.0,20.0,0.0,0.0,0.0,0.0,7.0,1.0,19.0,1.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3368,7.0,72.0,16.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,0.0,0.0,0.0,1.0,87.0,19.0,5.0,0.0,256.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2098,6.0,68.0,20.0,0.0,0.0,0.0,1.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,1.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4250,7.0,58.0,30.0,0.0,1.0,0.0,0.0,0.0,3.0,21.0,3.0,1.0,1.0,6.0,79.0,20.0,5.0,7.0,900.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3223,11.0,49.0,39.0,0.0,0.0,0.0,0.0,3.0,4.0,20.0,4.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,1521.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3858,1.0,72.0,16.0,0.0,1.0,0.0,1.0,8.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,2.0,0.0,256.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4062,7.0,66.0,22.0,0.0,1.0,0.0,1.0,10.0,1.0,22.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,484.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3731,6.0,62.0,26.0,0.0,1.0,0.0,0.0,0.0,3.0,16.0,3.0,1.0,0.0,10.0,76.0,14.0,6.0,0.0,676.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
397,12.0,46.0,41.0,0.0,0.0,0.0,0.0,4.0,6.0,18.0,6.0,1.0,1.0,9.0,68.0,21.0,4.0,9.0,1681.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
1402,12.0,64.0,23.0,1.0,1.0,0.0,1.0,10.0,1.0,20.0,1.0,1.0,1.0,6.0,84.0,19.0,4.0,10.0,529.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0
2992,7.0,70.0,18.0,0.0,0.0,0.0,0.0,7.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,324.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2213,12.0,62.0,25.0,0.0,1.0,0.0,1.0,5.0,3.0,17.0,3.0,1.0,1.0,6.0,79.0,16.0,6.0,0.0,625.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2111,11.0,58.0,29.0,0.0,1.0,0.0,1.0,6.0,4.0,18.0,4.0,1.0,1.0,7.0,75.0,16.0,4.0,0.0,841.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2337,8.0,71.0,17.0,0.0,1.0,0.0,0.0,6.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,5.0,0.0,289.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1096,2.0,70.0,18.0,0.0,1.0,0.0,1.0,9.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,5.0,0.0,324.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
2341,1.0,67.0,21.0,0.0,0.0,0.0,1.0,7.0,1.0,21.0,1.0,1.0,1.0,10.0,86.0,19.0,6.0,0.0,441.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
2210,8.0,72.0,16.0,0.0,1.0,0.0,1.0,7.0,1.0,15.0,1.0,1.0,0.0,1.0,87.0,19.0,6.0,0.0,256.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
979,11.0,60.0,27.0,0.0,0.0,0.0,0.0,7.0,1.0,20.0,1.0,1.0,1.0,10.0,87.0,26.0,4.0,4.0,729.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0
283,2.0,64.0,24.0,0.0,1.0,0.0,0.0,9.0,1.0,19.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,576.0,1.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0
2042,6.0,57.0,31.0,0.0,0.0,0.0,0.0,7.0,4.0,17.0,4.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,961.0,1.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0
3866,7.0,58.0,30.0,1.0,1.0,0.0,0.0,10.0,2.0,24.0,2.0,1.0,1.0,8.0,83.0,25.0,4.0,15.0,900.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2468,3.0,60.0,28.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,4.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,784.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
4129,6.0,71.0,17.0,0.0,0.0,0.0,0.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,3.0,0.0,289.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
613,6.0,72.0,16.0,0.0,1.0,0.0,0.0,9.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,2.0,0.0,256.0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0
2886,10.0,66.0,21.0,0.0,0.0,0.0,0.0,7.0,2.0,18.0,2.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,441.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2954,10.0,64.0,24.0,0.0,0.0,0.0,0.0,7.0,2.0,19.0,2.0,1.0,0.0,1.0,87.0,19.0,6.0,0.0,576.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3187,7.0,54.0,34.0,0.0,1.0,0.0,0.0,5.0,4.0,18.0,4.0,1.0,1.0,11.0,73.0,19.0,6.0,10.0,1156.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
423,9.0,57.0,31.0,0.0,1.0,0.0,0.0,10.0,0.0,18.0,0.0,0.0,0.0,1.0,87.0,19.0,7.0,0.0,961.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
3475,1.0,57.0,31.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,3.0,0.0,0.0,11.0,80.0,23.0,4.0,7.0,961.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1502,2.0,62.0,26.0,0.0,1.0,0.0,0.0,7.0,2.0,19.0,2.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,676.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0
2922,1.0,47.0,41.0,0.0,1.0,0.0,0.0,1.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,10.0,0.0,1681.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
839,12.0,69.0,19.0,0.0,1.0,1.0,0.0,7.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,5.0,0.0,361.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
500,10.0,59.0,29.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0,1.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,841.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2561,10.0,65.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1485,6.0,62.0,26.0,0.0,1.0,0.0,0.0,4.0,1.0,15.0,1.0,1.0,1.0,8.0,77.0,15.0,4.0,7.0,676.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0
549,9.0,62.0,26.0,0.0,0.0,0.0,0.0,8.0,1.0,20.0,0.0,1.0,0.0,12.0,84.0,22.0,6.0,0.0,676.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0
557,3.0,49.0,39.0,0.0,1.0,0.0,0.0,6.0,9.0,17.0,9.0,1.0,1.0,1.0,65.0,15.0,10.0,10.0,1521.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0
1749,10.0,60.0,27.0,0.0,1.0,1.0,0.0,10.0,2.0,18.0,2.0,1.0,1.0,1.0,87.0,19.0,2.0,0.0,729.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
2225,3.0,66.0,22.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,2.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,484.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
218,7.0,58.0,30.0,1.0,1.0,1.0,1.0,14.0,2.0,16.0,2.0,1.0,0.0,1.0,74.0,15.0,2.0,14.0,900.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0
2274,9.0,54.0,34.0,0.0,1.0,0.0,1.0,0.0,6.0,18.0,5.0,1.0,1.0,9.0,80.0,26.0,5.0,0.0,1156.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1138,7.0,44.0,44.0,1.0,1.0,1.0,0.0,11.0,2.0,19.0,2.0,1.0,1.0,6.0,63.0,18.0,2.0,15.0,1936.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0
209,12.0,60.0,27.0,0.0,1.0,0.0,0.0,10.0,1.0,20.0,1.0,1.0,1.0,1.0,87.0,19.0,2.0,0.0,729.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
2416,6.0,69.0,19.0,0.0,1.0,0.0,0.0,7.0,0.0,18.0,0.0,1.0,0.0,8.0,87.0,18.0,6.0,7.0,361.0,1.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0
4164,2.0,60.0,28.0,1.0,1.0,0.0,0.0,14.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,784.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1880,12.0,53.0,34.0,0.0,1.0,0.0,0.0,0.0,4.0,14.0,3.0,1.0,1.0,4.0,73.0,19.0,6.0,7.0,1156.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3940,6.0,54.0,34.0,0.0,1.0,0.0,1.0,9.0,4.0,19.0,4.0,1.0,1.0,12.0,75.0,21.0,6.0,14.0,1156.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2357,9.0,69.0,19.0,0.0,1.0,0.0,0.0,10.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,2.0,0.0,361.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
948,5.0,63.0,25.0,0.0,1.0,0.0,1.0,7.0,2.0,18.0,2.0,1.0,1.0,1.0,83.0,19.0,5.0,7.0,625.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0
1330,12.0,59.0,28.0,0.0,1.0,0.0,0.0,7.0,2.0,21.0,2.0,1.0,1.0,6.0,75.0,15.0,4.0,10.0,784.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0
532,8.0,57.0,31.0,0.0,1.0,0.0,0.0,8.0,2.0,23.0,2.0,1.0,1.0,6.0,87.0,29.0,4.0,7.0,961.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0
3707,5.0,53.0,35.0,0.0,0.0,0.0,0.0,3.0,6.0,17.0,5.0,1.0,1.0,2.0,72.0,18.0,10.0,0.0,1225.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
2476,6.0,65.0,23.0,0.0,1.0,0.0,0.0,5.0,1.0,21.0,1.0,1.0,1.0,1.0,87.0,19.0,8.0,0.0,529.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1820,2.0,65.0,23.0,0.0,1.0,0.0,1.0,10.0,1.0,18.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,529.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0
1621,9.0,58.0,30.0,0.0,1.0,0.0,1.0,0.0,2.0,22.0,2.0,1.0,1.0,5.0,85.0,26.0,6.0,7.0,900.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2658,12.0,63.0,24.0,0.0,0.0,0.0,0.0,6.0,3.0,17.0,3.0,1.0,1.0,5.0,83.0,19.0,5.0,0.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
639,3.0,72.0,16.0,0.0,1.0,1.0,1.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,3.0,0.0,256.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0
4214,1.0,58.0,30.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,5.0,1.0,1.0,2.0,73.0,15.0,5.0,0.0,900.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3661,1.0,46.0,42.0,0.0,1.0,0.0,1.0,4.0,9.0,18.0,7.0,1.0,0.0,10.0,63.0,17.0,4.0,1.0,1764.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0,5.0,64.0,24.0,1.0,1.0,1.0,1.0,12.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,2.0,0.0,576.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0
1566,1.0,63.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,2.0,1.0,1.0,1.0,87.0,19.0,6.0,0.0,625.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4277,12.0,72.0,15.0,0.0,1.0,0.0,0.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,5.0,0.0,225.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2689,6.0,72.0,16.0,0.0,1.0,0.0,0.0,9.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,256.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1569,8.0,62.0,26.0,0.0,1.0,0.0,0.0,7.0,0.0,18.0,0.0,1.0,0.0,4.0,84.0,21.0,4.0,7.0,676.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0
1315,12.0,64.0,23.0,0.0,1.0,0.0,0.0,10.0,1.0,16.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,529.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
247,12.0,65.0,23.0,1.0,1.0,0.0,1.0,3.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,529.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
3173,3.0,57.0,31.0,0.0,1.0,0.0,1.0,2.0,4.0,18.0,4.0,1.0,0.0,1.0,87.0,19.0,6.0,0.0,961.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1991,12.0,70.0,17.0,0.0,1.0,0.0,1.0,5.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,5.0,0.0,289.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
1444,1.0,49.0,39.0,1.0,1.0,1.0,0.0,7.0,7.0,20.0,7.0,1.0,1.0,1.0,67.0,18.0,8.0,0.0,1521.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0
2784,9.0,53.0,35.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,7.0,1.0,1.0,11.0,75.0,22.0,10.0,0.0,1225.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2718,8.0,60.0,28.0,0.0,1.0,0.0,0.0,10.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,2.0,0.0,784.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3307,2.0,65.0,23.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,0.0,4.0,86.0,21.0,1.0,0.0,529.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2168,6.0,59.0,29.0,0.0,1.0,0.0,0.0,0.0,4.0,17.0,4.0,1.0,1.0,12.0,75.0,16.0,4.0,5.0,841.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1534,7.0,67.0,21.0,0.0,1.0,0.0,1.0,7.0,2.0,17.0,2.0,1.0,0.0,6.0,87.0,19.0,4.0,10.0,441.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0
3153,7.0,66.0,22.0,0.0,1.0,0.0,1.0,10.0,1.0,20.0,1.0,1.0,0.0,1.0,87.0,19.0,6.0,0.0,484.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2331,6.0,71.0,17.0,0.0,0.0,0.0,1.0,9.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,5.0,0.0,289.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3248,6.0,62.0,26.0,0.0,1.0,0.0,1.0,0.0,3.0,15.0,3.0,1.0,1.0,7.0,77.0,15.0,3.0,0.0,676.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2531,6.0,70.0,18.0,0.0,1.0,0.0,1.0,2.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,2.0,0.0,324.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2572,12.0,58.0,29.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,3.0,1.0,1.0,3.0,77.0,18.0,10.0,0.0,841.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
4222,1.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0,4.0,0.0,0.0,2.0,76.0,32.0,5.0,0.0,1936.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
278,1.0,65.0,23.0,0.0,1.0,0.0,0.0,7.0,1.0,15.0,1.0,1.0,0.0,1.0,87.0,19.0,3.0,0.0,529.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0
952,12.0,66.0,21.0,0.0,1.0,0.0,0.0,10.0,2.0,17.0,2.0,1.0,1.0,3.0,86.0,19.0,4.0,7.0,441.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0
2574,9.0,70.0,17.0,0.0,0.0,0.0,0.0,9.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,289.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3295,8.0,72.0,16.0,0.0,0.0,0.0,0.0,9.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,3.0,0.0,256.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1945,2.0,58.0,30.0,1.0,1.0,1.0,0.0,15.0,2.0,22.0,2.0,1.0,1.0,3.0,85.0,27.0,6.0,16.0,900.0,1.0,15.0,0.0,0.0,1.0,1.0,0.0,1.0
3454,7.0,70.0,18.0,0.0,0.0,0.0,0.0,10.0,1.0,17.0,1.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,324.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2940,9.0,69.0,19.0,0.0,1.0,0.0,0.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,3.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3507,1.0,51.0,37.0,0.0,0.0,0.0,1.0,0.0,6.0,18.0,6.0,1.0,1.0,7.0,73.0,22.0,5.0,0.0,1369.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
4109,6.0,58.0,30.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0,5.0,1.0,1.0,1.0,79.0,20.0,5.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1897,11.0,64.0,23.0,1.0,1.0,0.0,0.0,10.0,3.0,16.0,3.0,1.0,1.0,7.0,79.0,14.0,5.0,10.0,529.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0
3727,6.0,62.0,26.0,0.0,1.0,0.0,1.0,8.0,4.0,19.0,4.0,1.0,0.0,1.0,84.0,21.0,4.0,6.0,676.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
155,10.0,60.0,28.0,1.0,1.0,1.0,0.0,16.0,2.0,21.0,1.0,1.0,1.0,6.0,83.0,22.0,3.0,10.0,784.0,1.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0
2184,12.0,71.0,16.0,0.0,1.0,0.0,1.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,256.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
985,6.0,70.0,18.0,0.0,1.0,0.0,1.0,7.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,8.0,0.0,324.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0
2258,12.0,55.0,32.0,0.0,1.0,0.0,0.0,0.0,2.0,29.0,2.0,1.0,1.0,1.0,87.0,19.0,5.0,0.0,1024.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1437,4.0,62.0,26.0,0.0,1.0,0.0,0.0,9.0,2.0,21.0,2.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,676.0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0
